article_id,product_code,prod_name,product_type_name,product_group_name,graphical_appearance_name,colour_group_name,perceived_colour_value_name,perceived_colour_master_name,department_name,index_group_name,section_no,section_name,detail_desc,price_mxn,image_url
690260001,690260,Zack Tee,T-shirt,Garment Upper body,Colour blocking,Dark Blue,Dark,Blue,Jersey Fancy,Menswear,55,Contemporary Street,T-shirt in sturdy cotton jersey with contrasting colour panels over the shoulders.,464,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690260001.jpg
690260002,690260,Zack Tee,T-shirt,Garment Upper body,Colour blocking,Black,Dark,Black,Jersey Fancy,Menswear,55,Contemporary Street,T-shirt in sturdy cotton jersey with contrasting colour panels over the shoulders.,677,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690260002.jpg
690263001,690263,SC BENJAMIN tee,T-shirt,Garment Upper body,Placement print,Off White,Dusty Light,White,Studio Collection,Ladieswear,82,Special Collections,"STUDIO COLLECTION. T-shirt in cotton jersey with a print motif. Worn details around the neckline, cuffs and hem.",1112,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690263001.jpg
690265001,690265,Ted price runner SB,Sneakers,Shoes,Solid,Black,Dark,Black,Kids Boy Shoes,Baby/Children,42,Kids & Baby Shoes,"Mesh trainers with a padded edge and tongue, a hook and loop tab at the top, elasticated lacing at the front and a loop at the back. Mesh linings and insoles and ethylene-vinyl acetate (EVA) and rubber soles.",1340,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690265001.jpg
690265002,690265,Ted price runner SB,Sneakers,Shoes,Solid,Dark Blue,Dark,Blue,Kids Boy Shoes,Baby/Children,42,Kids & Baby Shoes,"Mesh trainers with a padded edge and tongue, a hook and loop tab at the top, elasticated lacing at the front and a loop at the back. Mesh linings and insoles and ethylene-vinyl acetate (EVA) and rubber soles.",333,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690265002.jpg
690270001,690270,Johannes runner SB,Sneakers,Shoes,Colour blocking,Dark Blue,Dark,Blue,Kids Boy Shoes,Baby/Children,42,Kids & Baby Shoes,"Trainers in mesh and imitation leather with a padded edge and tongue, elasticated lacing at the front and a loop at the back. Mesh linings and insoles and thermoplastic rubber (TPR) soles.",555,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690270001.jpg
690270003,690270,Johannes runner SB,Sneakers,Shoes,Solid,White,Light,White,Kids Boy Shoes,Baby/Children,42,Kids & Baby Shoes,"Trainers in mesh and imitation leather with a padded edge and tongue, elasticated lacing at the front and a loop at the back. Mesh linings and insoles and thermoplastic rubber (TPR) soles.",363,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690270003.jpg
690274001,690274,Pax Slipon SB,Sneakers,Shoes,Solid,Dark Blue,Dark,Blue,Kids Boy Shoes,Baby/Children,42,Kids & Baby Shoes,"Slip-on, fabric trainers with elastic gores in the sides and a loop at the back. Canvas linings and insoles and thermoplastic rubber (TPR) soles.",1243,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690274001.jpg
690274002,690274,Pax Slipon SB,Sneakers,Shoes,All over pattern,Dark Green,Dark,Green,Kids Boy Shoes,Baby/Children,42,Kids & Baby Shoes,"Slip-on, fabric trainers with elastic gores in the sides and a loop at the back. Canvas linings and insoles and thermoplastic rubber (TPR) soles.",805,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690274002.jpg
690274003,690274,Pax Slipon SB,Sneakers,Shoes,Mesh,Black,Dark,Black,Kids Boy Shoes,Baby/Children,42,Kids & Baby Shoes,"Slip-on, fabric trainers with elastic gores in the sides and a loop at the back. Canvas linings and insoles and thermoplastic rubber (TPR) soles.",1444,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690274003.jpg
690274005,690274,Pax Slipon SB,Sneakers,Shoes,Solid,Greenish Khaki,Dark,Khaki green,Kids Boy Shoes,Baby/Children,42,Kids & Baby Shoes,"Slip-on, fabric trainers with elastic gores in the sides and a loop at the back. Canvas linings and insoles and thermoplastic rubber (TPR) soles.",1455,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690274005.jpg
690274006,690274,Pax Slipon SB,Sneakers,Shoes,All over pattern,Dark Blue,Dark,Blue,Kids Boy Shoes,Baby/Children,42,Kids & Baby Shoes,"Slip-on, fabric trainers with elastic gores in the sides and a loop at the back. Canvas linings and insoles and thermoplastic rubber (TPR) soles.",550,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690274006.jpg
690274007,690274,Pax Slipon SB,Sneakers,Shoes,Chambray,Dark Blue,Medium Dusty,Blue,Kids Boy Shoes,Baby/Children,42,Kids & Baby Shoes,"Slip-on, fabric trainers with elastic gores in the sides and a loop at the back. Canvas linings and insoles and thermoplastic rubber (TPR) soles.",470,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690274007.jpg
690276001,690276,Chung Dress,Dress,Garment Full body,All over pattern,Red,Medium,Red,Dresses,Divided,53,Divided Collection,"Short, round-necked dress in a crêpe weave with an opening and covered button at the back of the neck, an elasticated seam at the waist and 3/4-length sleeves with a wide flounce at the cuffs. Unlined.",1254,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690276001.jpg
690276002,690276,Chung Dress,Dress,Garment Full body,All over pattern,Black,Dark,Black,Dresses,Divided,53,Divided Collection,"Short, round-necked dress in a crêpe weave with an opening and covered button at the back of the neck, an elasticated seam at the waist and 3/4-length sleeves with a wide flounce at the cuffs. Unlined.",1274,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690276002.jpg
690276003,690276,Chung Dress,Dress,Garment Full body,All over pattern,Black,Dark,Black,Dresses,Divided,53,Divided Collection,"Short, round-necked dress in a crêpe weave with an opening and covered button at the back of the neck, an elasticated seam at the waist and 3/4-length sleeves with a wide flounce at the cuffs. Unlined.",1294,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690276003.jpg
690276004,690276,Chung Dress,Dress,Garment Full body,All over pattern,Black,Dark,Black,Dresses,Divided,53,Divided Collection,"Short, round-necked dress in a crêpe weave with an opening and covered button at the back of the neck, an elasticated seam at the waist and 3/4-length sleeves with a wide flounce at the cuffs. Unlined.",579,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690276004.jpg
690279001,690279,SC JACOBY knit vest,Outdoor Waistcoat,Garment Upper body,Solid,Dark Blue,Dark,Blue,Studio Collection,Ladieswear,82,Special Collections,"STUDIO COLLECTION. Sweater vest in soft, rib-knit wool with a concealed press-stud fastening at the back.",516,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690279001.jpg
690299001,690299,SPEED SUKI TANK,Vest top,Garment Upper body,Solid,Black,Dark,Black,Tops Woven,Divided,53,Divided Collection,"Strappy, V-neck top in a plumeti viscose weave with lace details, narrow, adjustable shoulder straps, buttons down the front and a tie detail at the hem.",1414,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690299001.jpg
690299002,690299,SPEED SUKI TANK,Vest top,Garment Upper body,Solid,Orange,Dusty Light,Orange,Tops Woven,Divided,53,Divided Collection,"Strappy, V-neck top in a plumeti viscose weave with lace details, narrow, adjustable shoulder straps, buttons down the front and a tie detail at the hem.",451,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690299002.jpg
690311001,690311,Forrest Parka,Jacket,Garment Upper body,Solid,Greenish Khaki,Dark,Khaki green,Jacket Street,Menswear,31,Mens Outerwear,"Parka in cotton twill with a soft, brushed finish. Hood, a zip and wind flap with press-studs down the front, flap chest and front pockets with press-studs, and long sleeves with a press-stud at the cuffs. Unlined.",1383,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690311001.jpg
690311003,690311,Forrest Parka,Jacket,Garment Upper body,Solid,Dark Blue,Dark,Blue,Jacket Street,Menswear,31,Mens Outerwear,"Parka in cotton twill with a soft, brushed finish. Hood, a zip and wind flap with press-studs down the front, flap chest and front pockets with press-studs, and long sleeves with a press-stud at the cuffs. Unlined.",1494,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690311003.jpg
690338002,690338,SC ALBERT tee,T-shirt,Garment Upper body,Solid,White,Light,White,Studio Collection,Ladieswear,82,Special Collections,"STUDIO COLLECTION. T-shirt in stretch ribbed cotton jersey with worn details around the neckline, sleeves and hem.",653,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690338002.jpg
690343001,690343,SBC OWN SEQUINS,Cap/peaked,Accessories,Sequin,Black,Dark,Black,Kids Boy Big Acc,Baby/Children,45,Kids Outerwear,Cap in cotton twill with a reversible sequin motif on the front and an adjustable plastic fastener at the back.,1274,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690343001.jpg
690363003,690363,SKINNY FRILL,Trousers,Garment Lower body,Denim,Black,Dark,Black,Kids Girl Denim,Baby/Children,76,Kids Girl,"Slim-fit jeans in stretch denim with an adjustable, elasticated waist, zip fly and button, fake front pockets with a frill trim, real back pockets and narrow hems.",366,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690363003.jpg
690381001,690381,KARIN PADDED +,Bra,Underwear,Solid,Black,Dark,Black,Jersey,Ladieswear,2,H&M+,"Sports bra in fast-drying functional fabric with a mesh racer back, lined cups with removable inserts and an elasticated hem. Extra firm support.",404,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690381001.jpg
690381002,690381,KARIN PADDED +,Bra,Underwear,Solid,Other Pink,Bright,Pink,Jersey,Ladieswear,2,H&M+,"Sports bra in fast-drying functional fabric with a mesh racer back, lined cups with removable inserts and an elasticated hem. Extra firm support.",369,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690381002.jpg
690407001,690407,Roxie Pile HT SG,Sneakers,Shoes,Solid,Black,Dark,Black,Kids Girl Shoes,Baby/Children,42,Kids & Baby Shoes,"Hi-tops in imitation leather with decorative metal studs, lacing at the front, a zip in the side and a loop at the back. Pile linings and insoles and rubber soles.",1411,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690407001.jpg
690408001,690408,SB Parker Hybrid,Jacket,Garment Upper body,Solid,Dark Blue,Dark,Blue,Kids Boy Outdoor,Baby/Children,45,Kids Outerwear,"Padded jacket in woven fabric with sweatshirt fabric sleeves, a small stand-up collar and a lined, detachable hood with a hook and loop fastening. Zip down the front, discreet side pockets and ribbing at the cuffs and hem. Lined. Polyester filling.",857,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690408001.jpg
690408002,690408,SB Parker Hybrid,Jacket,Garment Upper body,Solid,Red,Bright,Red,Kids Boy Outdoor,Baby/Children,45,Kids Outerwear,"Padded jacket in woven fabric with sweatshirt fabric sleeves, a small stand-up collar and a lined, detachable hood with a hook and loop fastening. Zip down the front, discreet side pockets and ribbing at the cuffs and hem. Lined. Polyester filling.",554,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690408002.jpg
690430001,690430,SB Brandon Pile SPEED,Jacket,Garment Upper body,Solid,Dark Blue,Dark,Blue,Kids Boy Outdoor,Baby/Children,45,Kids Outerwear,"Hooded jacket in soft pile with jersey trims, a zip down the front with a chin guard and welt side pockets. Rounded and slightly longer at the back.",1479,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690430001.jpg
690430003,690430,SB Brandon Pile SPEED,Jacket,Garment Upper body,Solid,Off White,Dusty Light,White,Kids Boy Outdoor,Baby/Children,45,Kids Outerwear,"Hooded jacket in soft pile with jersey trims, a zip down the front with a chin guard and welt side pockets. Rounded and slightly longer at the back.",851,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690430003.jpg
690449001,690449,Skinny 5pkt Premiumprice,Trousers,Garment Lower body,Denim,Blue,Light,Blue,Denim trousers,Menswear,56,Denim Men,"5-pocket jeans in washed, stretch denim with hard-worn details. Regular waist, a zip fly and button, and skinny legs.",400,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690449001.jpg
690449002,690449,Skinny 5pkt,Trousers,Garment Lower body,Denim,Blue,Medium,Blue,Denim trousers,Menswear,56,Denim Men,"5-pocket jeans in washed, stretch denim with hard-worn details. Regular waist, a zip fly and button, and skinny legs.",676,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690449002.jpg
690449006,690449,Skinny 5pkt Premiumprice,Trousers,Garment Lower body,Denim,Black,Dark,Unknown,Denim trousers,Menswear,56,Denim Men,"5-pocket jeans in washed, stretch denim with hard-worn details. Regular waist, a zip fly and button, and skinny legs.",1414,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690449006.jpg
690449007,690449,Skinny 5pkt,Trousers,Garment Lower body,Denim,Light Blue,Dusty Light,Blue,Denim trousers,Menswear,56,Denim Men,"5-pocket jeans in washed, stretch denim with hard-worn details. Regular waist, a zip fly and button, and skinny legs.",1037,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690449007.jpg
690449009,690449,Skinny 5pkt,Trousers,Garment Lower body,Denim,Black,Dark,Black,Denim trousers,Menswear,56,Denim Men,"5-pocket jeans in washed, stretch denim with hard-worn details. Regular waist, a zip fly and button, and skinny legs.",1313,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690449009.jpg
690449013,690449,Skinny 5pkt,Trousers,Garment Lower body,Denim,Black,Dark,Black,Denim trousers,Menswear,56,Denim Men,"5-pocket jeans in washed, stretch denim with hard-worn details. Regular waist, a zip fly and button, and skinny legs.",1082,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690449013.jpg
690449021,690449,Skinny 5pkt Premiumprice,Trousers,Garment Lower body,Denim,Dark Blue,Medium Dusty,Blue,Denim trousers,Menswear,56,Denim Men,"5-pocket jeans in washed, stretch denim with hard-worn details. Regular waist, a zip fly and button, and skinny legs.",1118,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690449021.jpg
690449022,690449,Skinny 5pkt Premiumprice,Trousers,Garment Lower body,Denim,Black,Dark,Black,Denim trousers,Menswear,56,Denim Men,"5-pocket jeans in washed, stretch denim with hard-worn details. Regular waist, a zip fly and button, and skinny legs.",1287,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690449022.jpg
690449024,690449,Skinny 5pkt Premiumprice,Trousers,Garment Lower body,Denim,Dark Blue,Dark,Turquoise,Denim trousers,Menswear,56,Denim Men,"5-pocket jeans in washed, stretch denim with hard-worn details. Regular waist, a zip fly and button, and skinny legs.",1124,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690449024.jpg
690449028,690449,Skinny 5pkt,Trousers,Garment Lower body,Denim,Dark Blue,Medium Dusty,Blue,Denim trousers,Menswear,56,Denim Men,"5-pocket jeans in washed, stretch denim with hard-worn details. Regular waist, a zip fly and button, and skinny legs.",890,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690449028.jpg
690449035,690449,Skinny 5pkt Premiumprice,Trousers,Garment Lower body,Denim,Blue,Medium Dusty,Blue,Denim trousers,Menswear,56,Denim Men,"5-pocket jeans in washed, stretch denim with hard-worn details. Regular waist, a zip fly and button, and skinny legs.",705,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690449035.jpg
690449036,690449,Skinny 5pkt Premiumprice,Trousers,Garment Lower body,Denim,Black,Dark,Black,Denim trousers,Menswear,56,Denim Men,"5-pocket jeans in washed, stretch denim with hard-worn details. Regular waist, a zip fly and button, and skinny legs.",599,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690449036.jpg
690470001,690470,Cay shoe,Other shoe,Shoes,Solid,Black,Dark,Black,Shoes / Boots inactive from s5,Menswear,27,Men Shoes,Derby shoes in imitation patent leather with open lacing and pointed toes. Cotton canvas linings and insoles and rubber soles. Heel 2 cm.,475,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690470001.jpg
690472001,690472,Prince Mule,Other shoe,Shoes,Solid,Black,Dark,Black,Shoes / Boots inactive from s5,Menswear,27,Men Shoes,Slip-on loafers in velvet with decorative embroidery on the uppers. Quilted satin linings and insoles and thermoplastic rubber (TPR) soles.,312,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690472001.jpg
690478001,690478,Capone blazer campaign,Blazer,Garment Upper body,Stripe,Black,Dark,Black,Campaigns,Ladieswear,15,Womens Everyday Collection,"Double-breasted jacket in jersey with notch lapels, a tapered waist and buttons at the front. Welt front pockets and a single back vent. Lined.",1405,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690478001.jpg
690480002,690480,Dem Flare Trousers,Leggings/Tights,Garment Lower body,Solid,Black,Dark,Black,Trousers DS,Divided,58,Divided Selected,Trousers in soft jersey with an elasticated waist and flared legs.,938,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690480002.jpg
690483001,690483,Bowie premium blouse,Blouse,Garment Upper body,Solid,Light Pink,Dusty Light,Pink,Woven Premium,Ladieswear,14,Womens Premium,"Blouse in silk crêpe with a collar and detachable ties at the top and concealed buttons down the front. Yoke with a pleat at the back, long sleeves, cuffs with two buttons, and a rounded hem.",1483,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690483001.jpg
690483002,690483,Bowie premium blouse,Blouse,Garment Upper body,Solid,Off White,Dusty Light,White,Woven Premium,Ladieswear,14,Womens Premium,"Blouse in silk crêpe with a collar and detachable ties at the top and concealed buttons down the front. Yoke with a pleat at the back, long sleeves, cuffs with two buttons, and a rounded hem.",1001,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690483002.jpg
690486001,690486,Flirty Annie necklace,Necklace,Accessories,Solid,Gold,Bright,Metal,Jewellery,Ladieswear,66,Womens Small accessories,"Three-strand necklace of thin metal chains, two of which are decorated with pendants. Adjustable length 40-48 cm.",468,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690486001.jpg
690488001,690488,Fancy bongo ls,Top,Garment Upper body,Solid,Light Pink,Dusty Light,Pink,Divided+,Divided,50,Divided Projects,"Short, off-the-shoulder top in soft, crinkled fabric with a decorative tie detail at the neck and hole-embroidered section at the front. Long, wide sleeves with narrow elastication at the cuffs.",858,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690488001.jpg
690489001,690489,Direction coat,Coat,Garment Upper body,Solid,Beige,Dusty Light,Mole,Woven Premium,Ladieswear,14,Womens Premium,"Straight-cut coat in a felted wool blend with notch lapels, concealed press-studs down the front, side pockets and a single back vent. Unlined.",794,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690489001.jpg
690491001,690491,Malakin handmade coat,Coat,Garment Upper body,Solid,Dark Blue,Dark,Blue,Woven Premium,Ladieswear,14,Womens Premium,"Coat in a felted wool blend with a shawl collar, detachable tie belt at the waist, concealed pockets in the side seams and no buttons. Unlined.",578,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690491001.jpg
690491002,690491,Malakin handmade coat,Coat,Garment Upper body,Melange,Grey,Dusty Light,Grey,Woven Premium,Ladieswear,14,Womens Premium,"Coat in a felted wool blend with a shawl collar, detachable tie belt at the waist, concealed pockets in the side seams and no buttons. Unlined.",704,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690491002.jpg
690498001,690498,Lou mohair jumper,Sweater,Garment Upper body,Solid,Light Orange,Dusty Light,Orange,Knitwear,Ladieswear,18,Womens Trend,"Loose-knit, mohair-blend jumper in a relaxed fit with dropped shoulders and ribbing around the neckline, cuffs and hem.",770,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690498001.jpg
690498002,690498,Lou mohair jumper,Sweater,Garment Upper body,Solid,Light Green,Light,Green,Knitwear,Ladieswear,18,Womens Trend,"Loose-knit, mohair-blend jumper in a relaxed fit with dropped shoulders and ribbing around the neckline, cuffs and hem.",540,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690498002.jpg
690498005,690498,Lou mohair jumper,Sweater,Garment Upper body,Solid,Light Yellow,Dusty Light,Yellow,Knitwear,Ladieswear,18,Womens Trend,"Loose-knit, mohair-blend jumper in a relaxed fit with dropped shoulders and ribbing around the neckline, cuffs and hem.",436,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690498005.jpg
690502001,690502,Ella blouse,Blouse,Garment Upper body,Solid,Dark Grey,Dark,Grey,Woven Premium,Ladieswear,14,Womens Premium,"Blouse in airy silk crêpe with concealed buttons down the front, a small, frill-trimmed stand-up collar with a covered button at the front, and a yoke with decorative gathers at the back. Long sleeves, frill-trimmed, gathered cuffs with covered buttons, and a rounded hem. Slightly longer at the back.",464,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690502001.jpg
690502003,690502,Ella blouse,Blouse,Garment Upper body,Solid,Off White,Dusty Light,White,Woven Premium,Ladieswear,14,Womens Premium,"Blouse in airy silk crêpe with concealed buttons down the front, a small, frill-trimmed stand-up collar with a covered button at the front, and a yoke with decorative gathers at the back. Long sleeves, frill-trimmed, gathered cuffs with covered buttons, and a rounded hem. Slightly longer at the back.",457,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690502003.jpg
690504001,690504,Hunt dress W,Dress,Garment Full body,Solid,Black,Dark,Black,Dresses,Divided,53,Divided Collection,"Short, gently fitted dungaree dress in velvet with wide shoulder straps, a visible zip at the front and a seam at the waist. Lined at the top.",839,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690504001.jpg
690506001,690506,Petter Popover shirt,Blouse,Garment Upper body,Stripe,Dark Blue,Medium Dusty,Blue,Blouse,Ladieswear,6,Womens Casual,"Blouse in a cotton crêpe weave with a grandad collar, button placket and long sleeves with buttoned cuffs. Rounded hem, longer at the back.",489,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690506001.jpg
690506002,690506,Petter Popover shirt,Blouse,Garment Upper body,Stripe,Pink,Dusty Light,Pink,Blouse,Ladieswear,6,Womens Casual,"Blouse in a cotton crêpe weave with a grandad collar, button placket and long sleeves with buttoned cuffs. Rounded hem, longer at the back.",862,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690506002.jpg
690506003,690506,Petter Popover shirt,Blouse,Garment Upper body,Stripe,White,Light,White,Blouse,Ladieswear,6,Womens Casual,"Blouse in a cotton crêpe weave with a grandad collar, button placket and long sleeves with buttoned cuffs. Rounded hem, longer at the back.",991,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690506003.jpg
690506004,690506,Petter Popover shirt,Blouse,Garment Upper body,Stripe,Light Turquoise,Dusty Light,Turquoise,Blouse,Ladieswear,6,Womens Casual,"Blouse in a cotton crêpe weave with a grandad collar, button placket and long sleeves with buttoned cuffs. Rounded hem, longer at the back.",1496,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690506004.jpg
690506008,690506,Petter Popover shirt,Blouse,Garment Upper body,Stripe,Light Red,Medium,Red,Blouse,Ladieswear,6,Womens Casual,"Blouse in a cotton crêpe weave with a grandad collar, button placket and long sleeves with buttoned cuffs. Rounded hem, longer at the back.",1000,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690506008.jpg
690511001,690511,+ Shake it in Balconette,Bikini top,Swimwear,Solid,Black,Dark,Black,Swimwear,Ladieswear,60,"Womens Swimwear, beachwear","Lined balconette bikini top with underwired, lightly padded cups, draping at the front, detachable, adjustable shoulder straps and an adjustable metal fastener at the back. Side support and a silicone trim at the back.",808,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690511001.jpg
690511002,690511,+ Shake it in Balconette,Bikini top,Swimwear,Stripe,Black,Dark,Black,Swimwear,Ladieswear,60,"Womens Swimwear, beachwear","Lined balconette bikini top with underwired, lightly padded cups, draping at the front, detachable, adjustable shoulder straps and an adjustable metal fastener at the back. Side support and a silicone trim at the back.",898,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690511002.jpg
690511004,690511,+ Shake it in Balconette,Bikini top,Swimwear,All over pattern,Light Orange,Dusty Light,Orange,Swimwear,Ladieswear,60,"Womens Swimwear, beachwear","Lined balconette bikini top with underwired, lightly padded cups, draping at the front, detachable, adjustable shoulder straps and an adjustable metal fastener at the back. Side support and a silicone trim at the back.",647,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690511004.jpg
690513001,690513,MAMA Hawaii Swimsuit,Swimsuit,Swimwear,Solid,Black,Dark,Black,Swimwear,Ladieswear,60,"Womens Swimwear, beachwear","Fully lined swimsuit with shaped, padded cups, a wrapover top, seam under the bust and low-cut back. Gathers in the side seams for best fit. The swimsuit is made partly from recycled polyester and polyamide.",682,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690513001.jpg
690513002,690513,MAMA Hawaii Swimsuit,Swimsuit,Swimwear,Stripe,Dark Blue,Dark,Blue,Swimwear,Ladieswear,60,"Womens Swimwear, beachwear","Fully lined swimsuit with shaped, padded cups, a wrapover top, seam under the bust and low-cut back. Gathers in the side seams for best fit. The swimsuit is made partly from recycled polyester and polyamide.",1100,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690513002.jpg
690513003,690513,MAMA Hawaii Swimsuit,Swimsuit,Swimwear,All over pattern,Beige,Medium Dusty,Beige,Swimwear,Ladieswear,60,"Womens Swimwear, beachwear","Fully lined swimsuit with shaped, padded cups, a wrapover top, seam under the bust and low-cut back. Gathers in the side seams for best fit. The swimsuit is made partly from recycled polyester and polyamide.",803,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690513003.jpg
690513006,690513,MAMA Hawaii Swimsuit,Swimsuit,Swimwear,Stripe,Blue,Light,Lilac Purple,Swimwear,Ladieswear,60,"Womens Swimwear, beachwear","Fully lined swimsuit with shaped, padded cups, a wrapover top, seam under the bust and low-cut back. Gathers in the side seams for best fit. The swimsuit is made partly from recycled polyester and polyamide.",620,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690513006.jpg
690513007,690513,MAMA Hawaii Swimsuit,Swimsuit,Swimwear,All over pattern,Off White,Light,White,Swimwear,Ladieswear,60,"Womens Swimwear, beachwear","Fully lined swimsuit with shaped, padded cups, a wrapover top, seam under the bust and low-cut back. Gathers in the side seams for best fit. The swimsuit is made partly from recycled polyester and polyamide.",510,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690513007.jpg
690518001,690518,Tropic skirt,Skirt,Garment Lower body,Solid,Black,Dark,Black,Woven Premium,Ladieswear,14,Womens Premium,"Knee-length, A-line skirt in satin made from silk containing some elastane with a high waist. Unlined.",660,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690518001.jpg
690523001,690523,Lily blouse,Blouse,Garment Upper body,Solid,Off White,Dusty Light,White,Woven Premium,Ladieswear,14,Womens Premium,"Long-sleeved silk blouse with a small stand-up collar and concealed buttons down the front. Wide cuffs with a slit and button, and a rounded hem.",618,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690523001.jpg
690526001,690526,Ronja skirt,Skirt,Garment Lower body,Check,Grey,Medium Dusty,Grey,Skirt,Ladieswear,15,Womens Everyday Collection,Short skirt in a patterned weave with a sewn-in wrapover with decorative buttons at the front and a zip at the back. Lined.,1336,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690526001.jpg
690526005,690526,Ronja skirt,Skirt,Garment Lower body,Check,Beige,Dusty Light,Beige,Skirt,Ladieswear,15,Womens Everyday Collection,Short skirt in a patterned weave with a sewn-in wrapover with decorative buttons at the front and a zip at the back. Lined.,1108,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690526005.jpg
